submission_id;question_id;module_id;teacher;option_id;answer_value
64;16;66;Enzo F.;;Les enseignants sont très investis et savent rendre les cours intéressants. Les explications sont claires, les exemples sont pertinents et l’ambiance en cours donne envie de participer.
61;11;64;Thalita D.;24;
62;11;64;Thalita D.;25;
63;11;64;Thalita D.;24;
64;11;64;Thalita D.;24;
65;11;64;Thalita D.;24;
61;12;64;Thalita D.;26;
63;12;64;Thalita D.;26;
64;12;64;Thalita D.;28;
65;12;64;Thalita D.;31;
65;13;64;Thalita D.;33;
65;13;64;Thalita D.;36;
65;13;64;Thalita D.;38;
66;13;64;Thalita D.;32;
66;13;64;Thalita D.;35;
66;13;64;Thalita D.;39;
65;14;64;Thalita D.;;Le module est dense et le rythme est parfois trop rapide. Certaines notions complexes mériteraient d’être reprises plus progressivement avec plus d’exercices guidés.
66;14;64;Thalita D.;;Le rythme du cours est mal adapté. Certaines notions importantes sont survolées alors que d’autres moins utiles prennent beaucoup trop de temps.
65;15;64;Thalita D.;;Les sujets étudiés sont stimulants et les exemples donnent envie d’approfondir le machine learning.
66;15;64;Thalita D.;;La découverte des réseaux de neurones apporte des connaissances utiles pour de futurs projets.
64;16;64;Thalita D.;;J’ai beaucoup apprécié l’implication des professeurs. Ils rendent les séances dynamiques et accessibles, même lorsque les notions sont complexes.
61;11;65;Maksim K.;24;
62;11;65;Maksim K.;25;
63;11;65;Maksim K.;24;
64;11;65;Maksim K.;24;
65;11;65;Maksim K.;24;
61;12;65;Maksim K.;26;
63;12;65;Maksim K.;26;
64;12;65;Maksim K.;28;
65;12;65;Maksim K.;31;
65;13;65;Maksim K.;33;
65;13;65;Maksim K.;36;
65;13;65;Maksim K.;38;
66;13;65;Maksim K.;32;
66;13;65;Maksim K.;35;
66;13;65;Maksim K.;39;
65;14;65;Maksim K.;;Le cours manque parfois de pédagogie et d’exemples pratiques.
66;14;65;Maksim K.;;Je suis globalement déçu par ce cours. Je n’ai pas eu l’impression de progresser malgré le temps passé dessus.
65;15;65;Maksim K.;;Les applications concrètes du traitement du langage sont motivantes et utiles pour la suite.
66;15;65;Maksim K.;;Le module permet de découvrir plusieurs usages actuels du traitement automatique du langage.
64;16;65;Maksim K.;;Les enseignants sont motivants et à l’écoute. On sent qu’ils cherchent vraiment à nous accompagner et à nous faire comprendre les concepts en profondeur.
61;11;69;Issame B.;24;
62;11;69;Issame B.;25;
63;11;69;Issame B.;24;
64;11;69;Issame B.;24;
65;11;69;Issame B.;24;
61;12;69;Issame B.;26;
63;12;69;Issame B.;26;
64;12;69;Issame B.;28;
65;12;69;Issame B.;31;
65;13;69;Issame B.;35;
65;13;69;Issame B.;39;
66;13;69;Issame B.;32;
66;13;69;Issame B.;34;
66;13;69;Issame B.;39;
65;14;69;Issame B.;;Le module manque parfois de fil conducteur.
66;14;69;Issame B.;;Les objectifs du cours ne sont pas assez clairs. On ne comprend pas toujours pourquoi on étudie certaines notions.
65;15;69;Issame B.;;La démarche d’expérimentation donne des outils concrets pour prendre des décisions fondées sur les données.
66;15;69;Issame B.;;Les méthodes présentées sont utiles pour mesurer objectivement l’impact d’une expérimentation.
64;16;69;Issame B.;;Les enseignants sont motivants et à l’écoute. On sent qu’ils cherchent vraiment à nous accompagner et à nous faire comprendre les concepts en profondeur.
61;11;68;Florian L.;24;
62;11;68;Florian L.;25;
63;11;68;Florian L.;24;
64;11;68;Florian L.;24;
65;11;68;Florian L.;24;
61;12;68;Florian L.;26;
63;12;68;Florian L.;26;
64;12;68;Florian L.;28;
65;12;68;Florian L.;31;
65;13;68;Florian L.;32;
65;13;68;Florian L.;36;
66;13;68;Florian L.;32;
66;13;68;Florian L.;35;
66;13;68;Florian L.;39;
65;14;68;Florian L.;;Le contenu est pertinent, mais le cours pourrait être plus dynamique.
66;14;68;Florian L.;;Les séances sont souvent longues et peu engageantes. Il est difficile de rester concentré jusqu’au bout.
65;15;68;Florian L.;;Les sujets de sécurité et de protection des données sont essentiels et directement utiles.
66;15;68;Florian L.;;Les exemples de risques informatiques sensibilisent efficacement aux bonnes pratiques de sécurité.
64;16;68;Florian L.;;J’ai beaucoup apprécié l’implication des professeurs. Ils rendent les séances dynamiques et accessibles, même lorsque les notions sont complexes.
61;11;67;Cédrine M.;24;
62;11;67;Cédrine M.;25;
63;11;67;Cédrine M.;24;
64;11;67;Cédrine M.;24;
65;11;67;Cédrine M.;24;
61;12;67;Cédrine M.;26;
63;12;67;Cédrine M.;26;
64;12;67;Cédrine M.;28;
65;12;67;Cédrine M.;31;
65;13;67;Cédrine M.;32;
65;13;67;Cédrine M.;35;
65;13;67;Cédrine M.;38;
66;13;67;Cédrine M.;32;
66;13;67;Cédrine M.;35;
66;13;67;Cédrine M.;39;
65;14;67;Cédrine M.;;Le module semble important, mais il est parfois trop théorique.
66;14;67;Cédrine M.;;Je trouve que le contenu du cours n’est pas assez bien organisé. Il est difficile de savoir ce qui est vraiment important à retenir.
65;15;67;Cédrine M.;;Les notions de qualité et de gouvernance des données sont utiles pour comprendre les enjeux en entreprise.
66;15;67;Cédrine M.;;Le module montre clairement pourquoi des données fiables sont indispensables à un projet.
64;16;67;Cédrine M.;;Je suis très satisfait de la qualité des enseignements. Les professeurs sont disponibles, pédagogues et prennent le temps de répondre aux questions. Cela aide beaucoup à progresser.
61;11;67;Daniel B.;24;
62;11;67;Daniel B.;25;
63;11;67;Daniel B.;24;
64;11;67;Daniel B.;24;
65;11;67;Daniel B.;24;
61;12;67;Daniel B.;26;
63;12;67;Daniel B.;26;
64;12;67;Daniel B.;28;
65;12;67;Daniel B.;31;
65;13;67;Daniel B.;32;
65;13;67;Daniel B.;34;
65;13;67;Daniel B.;38;
66;13;67;Daniel B.;32;
66;13;67;Daniel B.;36;
66;13;67;Daniel B.;39;
65;14;67;Daniel B.;;Le module semble important, mais il est parfois trop théorique.
66;14;67;Daniel B.;;Le cours manque d’exemples pratiques. Sans application concrète, les notions restent abstraites et difficiles à assimiler.
65;15;67;Daniel B.;;Les exemples permettent de mesurer l’importance d’une stratégie de données fiable.
66;15;67;Daniel B.;;Les concepts abordés donnent de bons repères pour organiser la gouvernance des données.
64;16;67;Daniel B.;;Les cours sont bien organisés et les enseignants maîtrisent très bien leurs sujets. Les supports sont utiles et les notions importantes sont bien expliquées.
61;11;71;Hannah G.;24;
62;11;71;Hannah G.;25;
63;11;71;Hannah G.;24;
64;11;71;Hannah G.;24;
65;11;71;Hannah G.;24;
61;12;71;Hannah G.;26;
63;12;71;Hannah G.;26;
64;12;71;Hannah G.;28;
65;12;71;Hannah G.;31;
65;13;71;Hannah G.;32;
65;13;71;Hannah G.;38;
66;13;71;Hannah G.;32;
66;13;71;Hannah G.;35;
66;13;71;Hannah G.;39;
65;14;71;Hannah G.;;Le contenu juridique est utile, mais il est difficile à suivre sans synthèse claire.
66;14;71;Hannah G.;;Le cours est trop théorique et pas assez appliqué. Pour apprendre efficacement, il faudrait davantage de pratique guidée.
65;15;71;Hannah G.;;Le cours permet de mieux comprendre les obligations juridiques liées aux données.
66;15;71;Hannah G.;;Les notions abordées sensibilisent aux responsabilités légales des futurs professionnels de la data.
64;16;71;Hannah G.;;Ce cours de qui contient le droits daccès aux donnée RGPD est intéressant.
61;11;71;Joey B. F.;24;
62;11;71;Joey B. F.;25;
63;11;71;Joey B. F.;24;
64;11;71;Joey B. F.;24;
65;11;71;Joey B. F.;24;
61;12;71;Joey B. F.;27;
63;12;71;Joey B. F.;26;
64;12;71;Joey B. F.;28;
65;12;71;Joey B. F.;31;
65;13;71;Joey B. F.;32;
65;13;71;Joey B. F.;39;
66;13;71;Joey B. F.;32;
66;13;71;Joey B. F.;35;
66;13;71;Joey B. F.;39;
65;14;71;Joey B. F.;;Le contenu juridique est utile, mais il est difficile à suivre sans synthèse claire.
66;14;71;Joey B. F.;;Les supports ne sont pas suffisants pour travailler en autonomie. Il manque des exemples, des corrections et des explications détaillées.
65;15;71;Joey B. F.;;Les notions de RGPD abordées sont importantes pour les futurs projets professionnels.
66;15;71;Joey B. F.;;Le module donne des repères utiles pour manipuler des données personnelles de manière responsable.
64;16;71;Joey B. F.;;Ce cours de qui contient le droits daccés aux donnée RGPD est intéressant
61;11;71;Robert R.;24;
62;11;71;Robert R.;25;
63;11;71;Robert R.;24;
64;11;71;Robert R.;24;
65;11;71;Robert R.;24;
61;12;71;Robert R.;26;
63;12;71;Robert R.;26;
64;12;71;Robert R.;28;
65;12;71;Robert R.;31;
65;13;71;Robert R.;32;
65;13;71;Robert R.;37;
66;13;71;Robert R.;32;
66;13;71;Robert R.;39;
65;14;71;Robert R.;;Le contenu juridique est utile, mais il est difficile à suivre sans synthèse claire.
66;14;71;Robert R.;;Le cours manque de lien avec des cas réels. Il est difficile de voir l’intérêt concret de ce qui est enseigné.
65;15;71;Robert R.;;Les exemples juridiques montrent concrètement les responsabilités liées au traitement des données.
66;15;71;Robert R.;;Les thèmes étudiés sont directement applicables aux projets utilisant des données personnelles.
64;16;71;Robert R.;;Ce cours de qui contient le droits daccès aux donnée RGPD est intéressant.
61;11;70;Ikram C.;24;
62;11;70;Ikram C.;25;
63;11;70;Ikram C.;24;
64;11;70;Ikram C.;24;
65;11;70;Ikram C.;24;
61;12;70;Ikram C.;26;
63;12;70;Ikram C.;26;
64;12;70;Ikram C.;28;
65;12;70;Ikram C.;31;
65;13;70;Ikram C.;32;
65;13;70;Ikram C.;38;
66;13;70;Ikram C.;32;
66;13;70;Ikram C.;36;
66;13;70;Ikram C.;39;
65;14;70;Ikram C.;;Le sujet est important, mais le cours reste parfois trop général.
66;14;70;Ikram C.;;Les corrections d’exercices ne sont pas assez détaillées. On ne comprend pas toujours nos erreurs ni comment s’améliorer.
65;15;70;Ikram C.;;Les débats éthiques poussent à prendre du recul sur les usages de la data et de l’IA.
66;15;70;Ikram C.;;Le module aide à identifier les conséquences humaines et sociales des décisions algorithmiques.
64;16;70;Ikram C.;;Lenseignante est très investie et sait rendre les cours intéressants. Les explications sont claires, les exemples sont pertinents et l’ambiance en cours donne envie de participer. Le cours mintéresse bien pour plus tard
61;11;72;Sonia T.;24;
62;11;72;Sonia T.;25;
63;11;72;Sonia T.;24;
64;11;72;Sonia T.;24;
65;11;72;Sonia T.;24;
61;12;72;Sonia T.;26;
63;12;72;Sonia T.;26;
64;12;72;Sonia T.;28;
65;12;72;Sonia T.;30;
65;13;72;Sonia T.;32;
65;13;72;Sonia T.;38;
66;13;72;Sonia T.;32;
66;13;72;Sonia T.;36;
66;13;72;Sonia T.;39;
65;14;72;Sonia T.;;Le thème est intéressant, mais le cours donne parfois l’impression de rester en surface.
66;14;72;Sonia T.;;Les séances manquent de cohérence entre elles. On a parfois l’impression que les chapitres ne sont pas vraiment reliés.
65;15;72;Sonia T.;;Le module sensibilise utilement à l’impact environnemental du numérique.
64;16;72;Sonia T.;;Ce cours qui évoque notament la notion de green IT et de réfléchir à notre planète est intéressant.
61;11;72;Sylvie M.;24;
62;11;72;Sylvie M.;25;
63;11;72;Sylvie M.;24;
64;11;72;Sylvie M.;24;
65;11;72;Sylvie M.;24;
61;12;72;Sylvie M.;26;
63;12;72;Sylvie M.;26;
64;12;72;Sylvie M.;28;
65;12;72;Sylvie M.;31;
65;13;72;Sylvie M.;32;
65;13;72;Sylvie M.;35;
66;13;72;Sylvie M.;32;
66;13;72;Sylvie M.;34;
66;13;72;Sylvie M.;39;
65;14;72;Sylvie M.;;Il faudrait davantage de liens avec les métiers de la data et de l’IA.
66;14;72;Sylvie M.;;Le cours pourrait être intéressant, mais la manière de l’enseigner le rend difficile à suivre et peu motivant.
65;15;72;Sylvie M.;;Les thèmes abordés encouragent à intégrer des pratiques plus responsables dans nos projets.
64;16;72;Sylvie M.;;Ce cours qui évoque notament la notion de green IT et de réfléchir à notre planète est intéressant.
61;11;73;Valentin B.;24;
62;11;73;Valentin B.;25;
63;11;73;Valentin B.;24;
64;11;73;Valentin B.;24;
65;11;73;Valentin B.;24;
61;12;73;Valentin B.;26;
63;12;73;Valentin B.;26;
64;12;73;Valentin B.;28;
65;12;73;Valentin B.;31;
65;13;73;Valentin B.;32;
65;13;73;Valentin B.;35;
65;13;73;Valentin B.;38;
66;13;73;Valentin B.;32;
66;13;73;Valentin B.;34;
66;13;73;Valentin B.;39;
65;14;73;Valentin B.;;Le module est original, mais les objectifs ne sont pas toujours évidents.
66;14;73;Valentin B.;;Les exercices proposés ne préparent pas assez bien aux évaluations. Il y a un décalage entre l’entraînement et ce qui est demandé ensuite.
65;15;73;Valentin B.;;Le module invite à questionner les limites des modèles et apporte un recul intéressant.
64;16;73;Valentin B.;;merci pour ce cours jai appris beaucoup de choses
61;11;76;Domenico M.;24;
62;11;76;Domenico M.;25;
63;11;76;Domenico M.;24;
64;11;76;Domenico M.;24;
65;11;76;Domenico M.;24;
61;12;76;Domenico M.;27;
63;12;76;Domenico M.;26;
64;12;76;Domenico M.;28;
65;12;76;Domenico M.;31;
65;13;76;Domenico M.;32;
65;13;76;Domenico M.;36;
65;13;76;Domenico M.;39;
66;13;76;Domenico M.;32;
66;13;76;Domenico M.;37;
65;14;76;Domenico M.;;Le module est complexe et manque parfois d’accompagnement.
66;14;76;Domenico M.;;Globalement, je suis insatisfait de ce cours. Il manque de clarté, d’organisation et d’exemples concrets pour permettre une bonne compréhension.
65;15;76;Domenico M.;;La découverte des graphes et de leurs applications en machine learning est particulièrement intéressante.
64;16;76;Domenico M.;;Trop passioné par ce cours moi qui veut crée mon propre facebook
61;11;75;Guillaume D.;24;
62;11;75;Guillaume D.;25;
63;11;75;Guillaume D.;24;
64;11;75;Guillaume D.;24;
65;11;75;Guillaume D.;24;
61;12;75;Guillaume D.;27;
63;12;75;Guillaume D.;26;
64;12;75;Guillaume D.;28;
65;12;75;Guillaume D.;31;
65;13;75;Guillaume D.;32;
65;13;75;Guillaume D.;33;
65;13;75;Guillaume D.;39;
66;13;75;Guillaume D.;32;
66;13;75;Guillaume D.;38;
66;13;75;Guillaume D.;39;
65;14;75;Guillaume D.;;Le sujet est très utile, mais le cours pourrait être mieux structuré.
66;14;75;Guillaume D.;;Le contenu est présenté de manière trop confuse. Même en étant attentif, il est difficile de suivre le raisonnement.
65;15;75;Guillaume D.;;Le passage du prototype à la production apporte une vision très concrète du cycle de vie d’un projet.
64;16;75;Guillaume D.;;jadore codé ce cours est incroyable.
61;11;77;Abelle C.;24;
62;11;77;Abelle C.;25;
63;11;77;Abelle C.;24;
64;11;77;Abelle C.;24;
65;11;77;Abelle C.;24;
61;12;77;Abelle C.;27;
63;12;77;Abelle C.;26;
64;12;77;Abelle C.;28;
65;12;77;Abelle C.;31;
65;13;77;Abelle C.;33;
65;13;77;Abelle C.;38;
66;13;77;Abelle C.;35;
66;13;77;Abelle C.;39;
65;14;77;Abelle C.;;Le module est intéressant, mais parfois difficile à suivre.
66;14;77;Abelle C.;;Je n’ai pas été satisfait de l’accompagnement. Lorsqu’on ne comprend pas, il est difficile d’obtenir une explication claire.
65;15;77;Abelle C.;;Les applications en télédétection et en vision par ordinateur sont concrètes et motivantes.
64;16;77;Abelle C.;;ce cours est incroyable qui est très utile pour faire de lIA santé.
61;11;77;Antoine G.;24;
62;11;77;Antoine G.;25;
63;11;77;Antoine G.;24;
64;11;77;Antoine G.;25;
65;11;77;Antoine G.;24;
61;12;77;Antoine G.;28;
63;12;77;Antoine G.;26;
65;12;77;Antoine G.;31;
66;13;77;Antoine G.;34;
66;13;77;Antoine G.;35;
66;14;77;Antoine G.;;Je n’ai pas apprécié la manière dont le cours est mené. Il manque de clarté, de dynamisme et de méthode.
61;11;74;Abdoul Salam D.;24;
62;11;74;Abdoul Salam D.;25;
63;11;74;Abdoul Salam D.;24;
64;11;74;Abdoul Salam D.;24;
65;11;74;Abdoul Salam D.;24;
61;12;74;Abdoul Salam D.;28;
63;12;74;Abdoul Salam D.;26;
64;12;74;Abdoul Salam D.;28;
65;12;74;Abdoul Salam D.;31;
65;13;74;Abdoul Salam D.;33;
65;13;74;Abdoul Salam D.;35;
65;13;74;Abdoul Salam D.;39;
66;13;74;Abdoul Salam D.;32;
66;13;74;Abdoul Salam D.;35;
66;13;74;Abdoul Salam D.;39;
65;14;74;Abdoul Salam D.;;ras
66;14;74;Abdoul Salam D.;;Je trouve que le cours manque de pédagogie. Il faudrait prendre plus de temps pour expliquer les bases avant d’aller vers des notions avancées.
65;15;74;Abdoul Salam D.;;Les méthodes de séries temporelles sont utiles et ouvrent de nombreuses possibilités d’application.
64;16;74;Abdoul Salam D.;;merci pour ce cours jai appris beaucoup de choses
61;11;80;Louis G.;24;
62;11;80;Louis G.;25;
63;11;80;Louis G.;25;
64;11;80;Louis G.;24;
65;11;80;Louis G.;24;
61;12;80;Louis G.;27;
64;12;80;Louis G.;28;
65;12;80;Louis G.;31;
65;13;80;Louis G.;32;
65;13;80;Louis G.;35;
65;13;80;Louis G.;39;
66;13;80;Louis G.;32;
66;13;80;Louis G.;35;
65;14;80;Louis G.;;Le module est utile sur le principe, mais il pourrait être plus concret.
66;14;80;Louis G.;;Le cours manque clairement de structure. On passe d’un sujet à l’autre sans vraie logique, ce qui rend la compréhension très difficile.
65;15;80;Louis G.;;Les échanges autour du monde professionnel donnent des repères utiles pour préparer la suite.
61;11;78;Olivier D.;24;
62;11;78;;25;
63;11;78;Luigi N.;24;
64;11;78;Olivier D.;24;
65;11;78;Luigi N.;24;
66;11;78;Olivier D.;24;
61;12;78;Olivier D.;28;
63;12;78;Luigi N.;26;
64;12;78;Olivier D.;28;
65;12;78;Luigi N.;31;
66;12;78;Olivier D.;31;
65;13;78;Luigi N.;32;
65;13;78;Luigi N.;35;
65;13;78;Luigi N.;39;
66;13;78;Olivier D.;32;
66;13;78;Olivier D.;39;
65;14;78;Luigi N.;;L’accompagnement agile pourrait être plus régulier et plus concret.
66;14;78;Olivier D.;;Je suis globalement déçu par ce cours. Je n’ai pas eu l’impression de progresser malgré le temps passé dessus.
65;15;78;Luigi N.;;L’accompagnement agile aide à structurer le projet et à mieux organiser le travail d’équipe.
64;16;78;Olivier D.;;Notre projet de Semestre avec google cest très bien passé :)
61;11;79;Thalita D.;24;
62;11;79;;25;
63;11;79;Xavier C.;24;
64;11;79;Thalita D.;24;
65;11;79;Xavier C.;24;
66;11;79;Thalita D.;24;
61;12;79;Thalita D.;27;
63;12;79;Xavier C.;26;
64;12;79;Thalita D.;28;
65;12;79;Xavier C.;31;
66;12;79;Thalita D.;31;
65;13;79;Xavier C.;32;
65;13;79;Xavier C.;38;
65;13;79;Xavier C.;39;
66;13;79;Thalita D.;35;
66;13;79;Thalita D.;39;
65;14;79;Xavier C.;;Le suivi technique est utile, mais il pourrait être plus approfondi.
66;14;79;Thalita D.;;Les évaluations ne correspondent pas toujours à ce qui a été réellement travaillé en cours, ce qui donne un sentiment d’injustice.
65;15;79;Xavier C.;;Le suivi technique a permis de sécuriser plusieurs choix d’architecture du projet.
64;16;79;Thalita D.;;Notre projet de Semestre avec google cest très bien passé :)
66;11;61;Théo B.;24;
66;12;61;Théo B.;31;
66;11;62;Xavier C.;24;
66;12;62;Xavier C.;31;
66;11;63;Xavier C.;24;
66;12;63;Xavier C.;31;
66;11;64;Thalita D.;24;
66;12;64;Thalita D.;31;
66;11;65;Maksim K.;24;
66;12;65;Maksim K.;31;
66;11;66;Enzo F.;24;
66;12;66;Enzo F.;31;
66;11;67;Cédrine M.;24;
66;12;67;Cédrine M.;31;
66;11;67;Daniel B.;24;
66;12;67;Daniel B.;31;
66;11;68;Florian L.;24;
66;12;68;Florian L.;31;
66;11;69;Issame B.;24;
66;12;69;Issame B.;31;
66;11;70;Ikram C.;24;
66;12;70;Ikram C.;31;
66;11;71;Hannah G.;24;
66;12;71;Hannah G.;31;
66;11;71;Joey B. F.;24;
66;12;71;Joey B. F.;31;
66;11;71;Robert R.;24;
66;12;71;Robert R.;31;
66;11;72;Sonia T.;24;
66;12;72;Sonia T.;31;
66;11;72;Sylvie M.;24;
66;12;72;Sylvie M.;31;
66;11;73;Valentin B.;24;
66;12;73;Valentin B.;31;
66;11;74;Abdoul Salam D.;24;
66;12;74;Abdoul Salam D.;31;
66;11;75;Guillaume D.;24;
66;12;75;Guillaume D.;31;
66;11;76;Domenico M.;24;
66;12;76;Domenico M.;31;
66;11;77;Abelle C.;24;
66;12;77;Abelle C.;31;
66;11;77;Antoine G.;24;
66;12;77;Antoine G.;31;
66;11;80;Louis G.;24;
66;12;80;Louis G.;31;
65;13;77;Antoine G.;37;
65;14;77;Antoine G.;;Les explications et les retours auraient gagné à être plus réguliers et plus détaillés.
61;17;;;;9
62;17;;;;10
63;17;;;;10
64;17;;;;2
65;17;;;;1
66;17;;;;1
67;1;;;2;
67;5;;;;Les espaces communs sont agréables et favorisent les échanges.
67;6;;;15;
67;10;;;;Les travaux en groupe développent efficacement l'autonomie et la communication.
67;11;61;Théo B.;25;
67;11;62;Xavier C.;24;
67;12;62;Xavier C.;31;
67;13;62;Xavier C.;33;
67;13;62;Xavier C.;36;
67;13;62;Xavier C.;39;
67;14;62;Xavier C.;;Les consignes des exercices pourraient être plus détaillées et mieux illustrées.
67;15;62;Xavier C.;;Le projet permet de comprendre concrètement l'utilité des concepts abordés.
67;11;63;Xavier C.;24;
67;12;63;Xavier C.;30;
67;13;63;Xavier C.;36;
67;13;63;Xavier C.;39;
67;14;63;Xavier C.;;Certains prérequis auraient mérité un rappel avant d'aborder les notions avancées.
67;15;63;Xavier C.;;Les exemples professionnels donnent du sens aux notions étudiées.
67;11;64;Thalita D.;24;
67;12;64;Thalita D.;29;
67;13;64;Thalita D.;39;
67;14;64;Thalita D.;;Les retours sur les travaux pourraient être plus réguliers et plus précis.
67;11;65;Maksim K.;25;
67;11;66;Enzo F.;24;
67;12;66;Enzo F.;27;
67;11;67;Cédrine M.;24;
67;12;67;Cédrine M.;26;
67;16;67;Cédrine M.;;Les objectifs sont clairement annoncés et la progression est cohérente.
67;11;67;Daniel B.;25;
67;11;68;Florian L.;24;
67;12;68;Florian L.;31;
67;13;68;Florian L.;35;
67;13;68;Florian L.;38;
67;13;68;Florian L.;33;
67;14;68;Florian L.;;La préparation de l'évaluation pourrait être davantage structurée.
67;15;68;Florian L.;;Les ressources complémentaires permettent de progresser après les séances.
67;11;69;Issame B.;25;
67;11;70;Ikram C.;24;
67;12;70;Ikram C.;29;
67;13;70;Ikram C.;33;
67;14;70;Ikram C.;;Les objectifs attendus ne sont pas toujours assez explicites au début des activités.
67;11;71;Joey B. F.;24;
67;12;71;Joey B. F.;28;
67;16;71;Joey B. F.;;Le cours est bien structuré et les exemples facilitent la compréhension.
67;11;71;Robert R.;25;
67;11;71;Hannah G.;24;
67;12;71;Hannah G.;30;
67;13;71;Hannah G.;38;
67;13;71;Hannah G.;33;
67;14;71;Hannah G.;;Certains prérequis auraient mérité un rappel avant d'aborder les notions avancées.
67;15;71;Hannah G.;;Les exemples professionnels donnent du sens aux notions étudiées.
67;11;72;Sonia T.;24;
67;12;72;Sonia T.;27;
67;11;72;Sylvie M.;24;
67;12;72;Sylvie M.;28;
